hire_id,customer_id,container_id,hire_start_date,hire_days,hire_end_date,container_type_id,branch_id,daily_rate,hire_revenue,transport_revenue,total_revenue,operating_cost_per_day,operating_cost,transport_cost_pct,transport_cost,total_cost,gross_margin,gross_margin_pct,acquisition_date,maintenance_cost,profitability_status
H00295,C005,CT0057,2024-12-06,32,2025-01-07,T004,B002,30,960,159,1119,9.0,288.0,0.6130768124598517,97.48,782.48,336.52,30.07,2022-10-01,397,Profitable
H00474,C004,CT0057,2025-01-08,8,2025-01-16,T004,B002,30,240,454,694,9.0,72.0,0.7588700590955819,344.53,416.53,277.47,39.98,2022-10-01,0,Profitable
H00185,C003,CT0057,2025-01-17,17,2025-02-03,T004,B002,30,510,279,789,9.0,153.0,0.6447567815547743,179.89,332.89,456.11,57.81,2022-10-01,0,Profitable
H00199,C001,CT0057,2025-03-12,72,2025-05-23,T004,B002,30,2160,439,2599,9.0,648.0,0.6813587281364233,299.12,947.12,1651.88,63.56,2022-10-01,0,Profitable
H00375,C010,CT0058,2025-03-03,107,2025-06-18,T001,B002,8,856,378,1234,2.5,267.5,0.7303483627765721,276.07,543.5699999999999,690.4300000000001,55.95,2023-01-18,0,Profitable
H00216,C003,CT0059,2024-08-10,93,2024-11-11,T003,B004,22,2046,250,2296,7.0,651.0,0.7348236837911933,183.71,834.71,1461.29,63.65,2019-05-04,0,Profitable
H00361,C004,CT0059,2024-11-12,30,2024-12-12,T003,B004,22,660,502,1162,7.0,210.0,0.7188550518867723,360.87,570.87,591.13,50.87,2019-05-04,0,Profitable
H00469,C005,CT0059,2024-12-13,120,2025-04-12,T003,B004,22,2640,552,3192,7.0,840.0,0.6488585669982286,358.17,1538.17,1653.83,51.81,2019-05-04,340,Profitable
H00495,C004,CT0059,2025-04-13,112,2025-08-03,T003,B004,22,2464,332,2796,7.0,784.0,0.727253431071758,241.45,1025.45,1770.55,63.32,2019-05-04,0,Profitable
H00299,C004,CT0059,2025-08-06,94,2025-11-08,T003,B004,22,2068,551,2619,7.0,658.0,0.6813099393800401,375.4,1033.4,1585.6,60.54,2019-05-04,0,Profitable
H00428,C001,CT0059,2025-11-09,112,2026-03-01,T003,B004,22,2464,281,2745,7.0,784.0,0.6460599050343454,181.54,965.54,1779.46,64.83,2019-05-04,0,Profitable
H00052,C002,CT0060,2024-02-08,119,2024-06-06,T001,B005,8,952,322,1274,2.5,297.5,0.793708663195278,255.57,553.0699999999999,720.9300000000001,56.59,2023-05-14,0,Profitable
H00159,C009,CT0060,2024-10-27,115,2025-02-19,T001,B005,8,920,431,1351,2.5,287.5,0.6995281573422545,301.5,589.0,762.0,56.4,2023-05-14,0,Profitable
H00334,C006,CT0060,2025-02-20,54,2025-04-15,T001,B005,8,432,300,732,2.5,135.0,0.6674104436701773,200.22,696.22,35.77999999999997,4.89,2023-05-14,361,Profitable
H00046,C007,CT0060,2025-04-16,41,2025-05-27,T001,B005,8,328,266,594,2.5,102.5,0.6206864223946905,165.1,267.6,326.4,54.95,2023-05-14,0,Profitable
H00033,C006,CT0060,2025-05-28,12,2025-06-09,T001,B005,8,96,419,515,2.5,30.0,0.7077926614891766,296.57,326.57,188.43,36.59,2023-05-14,0,Profitable
H00242,C009,CT0061,2024-01-22,118,2024-05-19,T003,B003,22,2596,200,2796,7.0,826.0,0.5922702675889981,118.45,944.45,1851.55,66.22,2022-07-22,0,Profitable
H00471,C008,CT0061,2024-11-29,72,2025-02-09,T003,B003,22,1584,337,1921,7.0,504.0,0.5867654626416472,197.74,701.74,1219.26,63.47,2022-07-22,0,Profitable
H00455,C005,CT0061,2025-02-10,28,2025-03-10,T003,B003,22,616,163,779,7.0,196.0,0.760430840436169,123.95,319.95,459.05,58.93,2022-07-22,0,Profitable
H00061,C004,CT0062,2025-02-11,49,2025-04-01,T003,B001,22,1078,483,1561,7.0,343.0,0.6904982118667018,333.51,676.51,884.49,56.66,2025-02-11,0,Profitable
H00412,C002,CT0062,2025-04-02,41,2025-05-13,T003,B001,22,902,358,1260,7.0,287.0,0.5710980951361356,204.45,491.45,768.55,61.0,2025-02-11,0,Profitable
H00478,C001,CT0062,2025-05-14,81,2025-08-03,T003,B001,22,1782,555,2337,7.0,567.0,0.661031928291438,366.87,933.87,1403.13,60.04,2025-02-11,0,Profitable
H00253,C003,CT0062,2025-08-04,42,2025-09-15,T003,B001,22,924,517,1441,7.0,294.0,0.556793754022711,287.86,581.86,859.14,59.62,2025-02-11,0,Profitable
H00032,C005,CT0062,2025-09-16,85,2025-12-10,T003,B001,22,1870,244,2114,7.0,595.0,0.7265047519160062,177.27,772.27,1341.73,63.47,2025-02-11,0,Profitable
H00155,C005,CT0062,2025-12-11,19,2025-12-30,T003,B001,22,418,457,875,7.0,133.0,0.6407751841585027,292.83,785.8299999999999,89.17000000000007,10.19,2025-02-11,360,Profitable
H00444,C009,CT0062,2025-12-31,98,2026-04-08,T003,B001,22,2156,579,2735,7.0,686.0,0.7866611084983866,455.48,1141.48,1593.52,58.26,2025-02-11,0,Profitable
H00273,C001,CT0063,2024-07-13,62,2024-09-13,T001,B004,8,496,527,1023,2.5,155.0,0.6917926949798464,364.57,519.5699999999999,503.43000000000006,49.21,2024-07-13,0,Profitable
H00203,C009,CT0063,2024-12-21,32,2025-01-22,T001,B004,8,256,349,605,2.5,80.0,0.729769361838464,254.69,334.69,270.31,44.68,2024-07-13,0,Profitable
H00241,C005,CT0063,2025-02-04,74,2025-04-19,T001,B004,8,592,177,769,2.5,185.0,0.5500470998891456,97.36,282.36,486.64,63.28,2024-07-13,0,Profitable
H00228,C009,CT0063,2025-04-20,21,2025-05-11,T001,B004,8,168,282,450,2.5,52.5,0.603882467197833,170.29,222.79,227.21,50.49,2024-07-13,0,Profitable
H00019,C002,CT0063,2025-09-06,34,2025-10-10,T001,B004,8,272,279,551,2.5,85.0,0.6964525364929756,194.31,279.31,271.69,49.31,2024-07-13,0,Profitable
H00076,C001,CT0063,2025-10-26,90,2026-01-24,T001,B004,8,720,567,1287,2.5,225.0,0.7948877100954392,450.7,1038.7,248.29999999999995,19.29,2024-07-13,363,Profitable
H00187,C007,CT0063,2026-01-25,78,2026-04-13,T001,B004,8,624,197,821,2.5,195.0,0.6342101254652759,124.94,319.94,501.06,61.03,2024-07-13,0,Profitable
H00044,C001,CT0064,2025-12-29,35,2026-02-02,T001,B005,8,280,174,454,2.5,87.5,0.6680151085492496,116.23,203.73000000000002,250.26999999999998,55.13,2025-12-29,0,Profitable
H00047,C010,CT0064,2026-02-03,76,2026-04-20,T001,B005,8,608,541,1149,2.5,190.0,0.5611487270932405,303.58,493.58,655.4200000000001,57.04,2025-12-29,0,Profitable
H00095,C010,CT0064,2026-04-21,40,2026-05-31,T001,B005,8,320,229,549,2.5,100.0,0.7479249971133379,171.27,271.27,277.73,50.59,2025-12-29,0,Profitable
H00414,C006,CT0064,2026-06-01,93,2026-09-02,T001,B005,8,744,270,1014,2.5,232.5,0.7775336591955336,209.93,808.4300000000001,205.56999999999994,20.27,2025-12-29,366,Profitable
H00018,C001,CT0065,2025-05-04,90,2025-08-02,T003,B004,22,1980,496,2476,7.0,630.0,0.7250629898611303,359.63,989.63,1486.37,60.03,2019-10-03,0,Profitable
H00294,C001,CT0065,2025-08-03,15,2025-08-18,T003,B004,22,330,160,490,7.0,105.0,0.7147062675350176,114.35,219.35,270.65,55.23,2019-10-03,0,Profitable
H00417,C009,CT0065,2025-09-22,28,2025-10-20,T003,B004,22,616,526,1142,7.0,196.0,0.666651946174304,350.66,546.6600000000001,595.3399999999999,52.13,2019-10-03,0,Profitable
H00369,C010,CT0066,2024-06-14,38,2024-07-22,T002,B005,12,456,179,635,3.5,133.0,0.717735751185627,128.47,261.47,373.53,58.82,2022-12-08,0,Profitable
H00082,C003,CT0066,2024-07-23,112,2024-11-12,T002,B005,12,1344,327,1671,3.5,392.0,0.7867589969346808,257.27,649.27,1021.73,61.14,2022-12-08,0,Profitable
H00448,C010,CT0066,2024-11-13,110,2025-03-03,T002,B005,12,1320,578,1898,3.5,385.0,0.5516775975760151,318.87,703.87,1194.13,62.92,2022-12-08,0,Profitable
H00268,C005,CT0066,2025-05-03,45,2025-06-17,T002,B005,12,540,473,1013,3.5,157.5,0.6046107957208269,285.98,443.48,569.52,56.22,2022-12-08,0,Profitable
H00111,C004,CT0066,2025-11-19,97,2026-02-24,T002,B005,12,1164,273,1437,3.5,339.5,0.6389933434487132,174.45,513.95,923.05,64.23,2022-12-08,0,Profitable
H00090,C002,CT0067,2024-11-25,108,2025-03-13,T004,B005,30,3240,478,3718,9.0,972.0,0.6862763820651749,328.04,1436.04,2281.96,61.38,2024-11-25,136,Profitable
H00343,C010,CT0067,2025-03-14,79,2025-06-01,T004,B005,30,2370,171,2541,9.0,711.0,0.7635339994126261,130.56,841.56,1699.44,66.88,2024-11-25,0,Profitable
H00296,C009,CT0067,2025-06-02,15,2025-06-17,T004,B005,30,450,420,870,9.0,135.0,0.6050563253443288,254.12,751.12,118.88,13.66,2024-11-25,362,Profitable
H00302,C008,CT0067,2025-10-18,30,2025-11-17,T004,B005,30,900,464,1364,9.0,270.0,0.566171723378783,262.7,795.7,568.3,41.66,2024-11-25,263,Profitable
H00109,C001,CT0068,2024-02-23,119,2024-06-21,T001,B003,8,952,457,1409,2.5,297.5,0.7467425337294167,341.26,638.76,770.24,54.67,2023-05-24,0,Profitable
H00163,C006,CT0068,2024-06-22,60,2024-08-21,T001,B003,8,480,261,741,2.5,150.0,0.7550943768622433,197.08,347.08000000000004,393.91999999999996,53.16,2023-05-24,0,Profitable
H00130,C001,CT0068,2024-09-23,120,2025-01-21,T001,B003,8,960,368,1328,2.5,300.0,0.5735379775314245,211.06,511.06,816.94,61.52,2023-05-24,0,Profitable
H00315,C005,CT0068,2025-01-22,80,2025-04-12,T001,B003,8,640,554,1194,2.5,200.0,0.7472005659763399,413.95,613.95,580.05,48.58,2023-05-24,0,Profitable
H00436,C004,CT0069,2024-01-24,18,2024-02-11,T004,B005,30,540,303,843,9.0,162.0,0.5568550774931644,168.73,330.73,512.27,60.77,2024-01-08,0,Profitable
H00031,C003,CT0069,2024-02-12,117,2024-06-08,T004,B005,30,3510,313,3823,9.0,1053.0,0.7843383235539662,245.5,1298.5,2524.5,66.03,2024-01-08,0,Profitable
H00141,C003,CT0069,2024-06-09,83,2024-08-31,T004,B005,30,2490,214,2704,9.0,747.0,0.5966808239432604,127.69,874.69,1829.31,67.65,2024-01-08,0,Profitable
H00339,C003,CT0069,2024-09-01,77,2024-11-17,T004,B005,30,2310,235,2545,9.0,693.0,0.6618670353306145,155.54,848.54,1696.46,66.66,2024-01-08,0,Profitable
H00488,C006,CT0070,2024-06-11,41,2024-07-22,T002,B004,12,492,168,660,3.5,143.5,0.6694696120055607,112.47,255.97,404.03,61.22,2021-12-09,0,Profitable
H00088,C010,CT0070,2024-12-09,35,2025-01-13,T002,B004,12,420,248,668,3.5,122.5,0.5722100612718911,141.91,264.40999999999997,403.59000000000003,60.42,2021-12-09,0,Profitable
H00381,C009,CT0070,2025-01-14,103,2025-04-27,T002,B004,12,1236,221,1457,3.5,360.5,0.7678994318220577,169.71,530.21,926.79,63.61,2021-12-09,0,Profitable
H00223,C005,CT0070,2025-04-28,27,2025-05-25,T002,B004,12,324,258,582,3.5,94.5,0.7979356542919598,205.87,300.37,281.63,48.39,2021-12-09,0,Profitable
H00405,C002,CT0071,2024-01-14,76,2024-03-30,T002,B005,12,912,569,1481,3.5,266.0,0.6824978807316047,388.34,654.3399999999999,826.6600000000001,55.82,2022-06-23,0,Profitable
H00244,C006,CT0071,2024-04-29,116,2024-08-23,T002,B005,12,1392,410,1802,3.5,406.0,0.6448757258436797,264.4,670.4,1131.6,62.8,2022-06-23,0,Profitable
H00234,C008,CT0071,2024-08-24,74,2024-11-06,T002,B005,12,888,515,1403,3.5,259.0,0.7759019610866988,399.59,658.5899999999999,744.4100000000001,53.06,2022-06-23,0,Profitable
H00221,C001,CT0071,2024-11-21,49,2025-01-09,T002,B005,12,588,192,780,3.5,171.5,0.5917830028678054,113.62,285.12,494.88,63.45,2022-06-23,0,Profitable
H00068,C002,CT0072,2024-01-03,101,2024-04-13,T002,B003,12,1212,498,1710,3.5,353.5,0.687080145931606,342.17,695.6700000000001,1014.3299999999999,59.32,2018-09-20,0,Profitable
H00147,C007,CT0072,2024-04-14,108,2024-07-31,T002,B003,12,1296,487,1783,3.5,378.0,0.7106686644181059,346.1,724.1,1058.9,59.39,2018-09-20,0,Profitable
H00300,C001,CT0072,2024-08-01,48,2024-09-18,T002,B003,12,576,332,908,3.5,168.0,0.5581614193864172,185.31,353.31,554.69,61.09,2018-09-20,0,Profitable
H00489,C010,CT0072,2024-09-19,28,2024-10-17,T002,B003,12,336,581,917,3.5,98.0,0.683064382787244,396.86,494.86,422.14,46.03,2018-09-20,0,Profitable
H00049,C006,CT0072,2024-10-18,65,2024-12-22,T002,B003,12,780,174,954,3.5,227.5,0.618929963273888,107.69,335.19,618.81,64.86,2018-09-20,0,Profitable
H00093,C007,CT0072,2025-07-17,92,2025-10-17,T002,B003,12,1104,520,1624,3.5,322.0,0.6509944690816372,338.52,660.52,963.48,59.33,2018-09-20,0,Profitable
H00166,C010,CT0072,2025-10-18,91,2026-01-17,T002,B003,12,1092,381,1473,3.5,318.5,0.7919389692758473,301.73,620.23,852.77,57.89,2018-09-20,0,Profitable
H00449,C002,CT0073,2024-04-26,114,2024-08-18,T001,B003,8,912,169,1081,2.5,285.0,0.6464686257237791,109.25,581.25,499.75,46.23,2022-11-23,187,Profitable
H00020,C006,CT0073,2024-09-29,113,2025-01-20,T001,B003,8,904,568,1472,2.5,282.5,0.6966197730471768,395.68,678.1800000000001,793.8199999999999,53.93,2022-11-23,0,Profitable
H00450,C008,CT0073,2025-05-26,71,2025-08-05,T001,B003,8,568,422,990,2.5,177.5,0.7479300648153366,315.63,704.13,285.87,28.88,2022-11-23,211,Profitable
H00194,C010,CT0073,2025-08-06,9,2025-08-15,T001,B003,8,72,381,453,2.5,22.5,0.7129169796766065,271.62,294.12,158.88,35.07,2022-11-23,0,Profitable
H00446,C006,CT0073,2025-09-08,11,2025-09-19,T001,B003,8,88,337,425,2.5,27.5,0.6793098454285831,228.93,256.43,168.57,39.66,2022-11-23,0,Profitable
H00371,C003,CT0073,2025-11-16,115,2026-03-11,T001,B003,8,920,257,1177,2.5,287.5,0.7186519632290541,184.69,472.19,704.81,59.88,2022-11-23,0,Profitable
H00114,C007,CT0074,2024-01-20,52,2024-03-12,T002,B004,12,624,327,951,3.5,182.0,0.6743139825786721,220.5,402.5,548.5,57.68,2024-01-01,0,Profitable
H00282,C005,CT0074,2024-03-13,13,2024-03-26,T002,B004,12,156,496,652,3.5,45.5,0.7693154407065449,381.58,427.08,224.92000000000002,34.5,2024-01-01,0,Profitable
H00473,C002,CT0074,2025-01-09,91,2025-04-10,T002,B004,12,1092,552,1644,3.5,318.5,0.5825119456277847,321.55,640.05,1003.95,61.07,2024-01-01,0,Profitable
H00144,C005,CT0074,2025-04-11,81,2025-07-01,T002,B004,12,972,391,1363,3.5,283.5,0.7393704711973543,289.09,868.5899999999999,494.4100000000001,36.27,2024-01-01,296,Profitable
H00325,C002,CT0074,2025-07-02,53,2025-08-24,T002,B004,12,636,298,934,3.5,185.5,0.7959600782138595,237.2,422.7,511.3,54.74,2024-01-01,0,Profitable
H00359,C006,CT0074,2025-10-21,81,2026-01-10,T002,B004,12,972,570,1542,3.5,283.5,0.6936948885661038,395.41,973.9100000000001,568.0899999999999,36.84,2024-01-01,295,Profitable
H00197,C009,CT0074,2026-01-11,78,2026-03-30,T002,B004,12,936,352,1288,3.5,273.0,0.7548137762178653,265.69,538.69,749.31,58.18,2024-01-01,0,Profitable
H00023,C005,CT0075,2024-07-21,107,2024-11-05,T001,B002,8,856,405,1261,2.5,267.5,0.7456454849628346,301.99,569.49,691.51,54.84,2024-07-21,0,Profitable
H00380,C005,CT0075,2024-11-06,14,2024-11-20,T001,B002,8,112,293,405,2.5,35.0,0.5601396843861703,164.12,199.12,205.88,50.83,2024-07-21,0,Profitable
H00036,C001,CT0075,2025-01-31,26,2025-02-26,T001,B002,8,208,485,693,2.5,65.0,0.777347548002099,377.01,442.01,250.99,36.22,2024-07-21,0,Profitable
H00206,C006,CT0075,2025-06-07,11,2025-06-18,T001,B002,8,88,550,638,2.5,27.5,0.734917825181691,404.2,431.7,206.3,32.34,2024-07-21,0,Profitable
H00392,C001,CT0076,2024-09-07,50,2024-10-27,T002,B002,12,600,503,1103,3.5,175.0,0.7374626911091167,370.94,545.94,557.06,50.5,2019-09-16,0,Profitable
H00161,C010,CT0076,2024-11-13,7,2024-11-20,T002,B002,12,84,183,267,3.5,24.5,0.6409232811890351,117.29,365.79,-98.79000000000002,-37.0,2019-09-16,224,Loss
H00039,C010,CT0076,2025-05-07,8,2025-05-15,T002,B002,12,96,530,626,3.5,28.0,0.5643200627694058,299.09,665.0899999999999,-39.08999999999992,-6.24,2019-09-16,338,Loss
H00131,C004,CT0076,2025-09-08,70,2025-11-17,T002,B002,12,840,554,1394,3.5,245.0,0.6359157981522758,352.3,665.3,728.7,52.27,2019-09-16,68,Profitable
H00003,C001,CT0077,2024-03-26,80,2024-06-14,T004,B005,30,2400,440,2840,9.0,720.0,0.7334039575105782,322.7,1042.7,1797.3,63.29,2020-10-13,0,Profitable
H00083,C007,CT0078,2024-03-01,14,2024-03-15,T004,B001,30,420,402,822,9.0,126.0,0.7918390444470689,318.32,444.32,377.68,45.95,2020-05-30,0,Profitable
H00266,C002,CT0078,2024-04-08,114,2024-07-31,T004,B001,30,3420,441,3861,9.0,1026.0,0.7087722764774298,312.57,1338.57,2522.4300000000003,65.33,2020-05-30,0,Profitable
H00172,C005,CT0078,2024-08-01,27,2024-08-28,T004,B001,30,810,571,1381,9.0,243.0,0.6713397457899718,383.33,626.3299999999999,754.6700000000001,54.65,2020-05-30,0,Profitable
H00035,C005,CT0078,2024-12-14,67,2025-02-19,T004,B001,30,2010,259,2269,9.0,603.0,0.7759783325650937,200.98,803.98,1465.02,64.57,2020-05-30,0,Profitable
H00311,C003,CT0078,2025-02-20,25,2025-03-17,T004,B001,30,750,584,1334,9.0,225.0,0.5912061688366905,345.26,570.26,763.74,57.25,2020-05-30,0,Profitable
H00059,C008,CT0078,2025-03-18,120,2025-07-16,T004,B001,30,3600,290,3890,9.0,1080.0,0.5616251466100164,162.87,1242.87,2647.13,68.05,2020-05-30,0,Profitable
H00487,C005,CT0080,2024-03-06,12,2024-03-18,T004,B004,30,360,341,701,9.0,108.0,0.7950272481034417,271.1,379.1,321.9,45.92,2021-08-20,0,Profitable
H00479,C008,CT0080,2025-09-14,73,2025-11-26,T004,B004,30,2190,301,2491,9.0,657.0,0.7987144932648305,240.41,897.41,1593.5900000000001,63.97,2021-08-20,0,Profitable
H00358,C007,CT0081,2024-04-20,119,2024-08-17,T003,B004,22,2618,320,2938,7.0,833.0,0.7699656693402901,246.39,1079.3899999999999,1858.6100000000001,63.26,2024-04-20,0,Profitable
H00365,C009,CT0081,2024-08-18,74,2024-10-31,T003,B004,22,1628,267,1895,7.0,518.0,0.5913009848344626,157.88,675.88,1219.12,64.33,2024-04-20,0,Profitable
H00485,C010,CT0081,2024-11-01,88,2025-01-28,T003,B004,22,1936,564,2500,7.0,616.0,0.7926855384193121,447.07,1429.07,1070.93,42.84,2024-04-20,366,Profitable
H00235,C010,CT0081,2025-04-28,27,2025-05-25,T003,B004,22,594,377,971,7.0,189.0,0.6081907867753222,229.29,418.28999999999996,552.71,56.92,2024-04-20,0,Profitable
H00443,C010,CT0081,2025-07-15,29,2025-08-13,T003,B004,22,638,187,825,7.0,203.0,0.7404767050331039,138.47,341.47,483.53,58.61,2024-04-20,0,Profitable
H00364,C008,CT0081,2025-08-14,25,2025-09-08,T003,B004,22,550,340,890,7.0,175.0,0.7823566736182785,266.0,441.0,449.0,50.45,2024-04-20,0,Profitable
H00210,C005,CT0082,2024-02-15,85,2024-05-10,T004,B004,30,2550,322,2872,9.0,765.0,0.6943124326921533,223.57,988.5699999999999,1883.43,65.58,2019-03-29,0,Profitable
H00335,C001,CT0082,2024-12-03,43,2025-01-15,T004,B004,30,1290,385,1675,9.0,387.0,0.6626163254144546,255.11,708.11,966.89,57.72,2019-03-29,66,Profitable
H00491,C004,CT0082,2025-03-24,21,2025-04-14,T004,B004,30,630,377,1007,9.0,189.0,0.6117268566668964,230.62,419.62,587.38,58.33,2019-03-29,0,Profitable
H00323,C007,CT0082,2025-06-04,120,2025-10-02,T004,B004,30,3600,580,4180,9.0,1080.0,0.61789219118776,358.38,1438.38,2741.62,65.59,2019-03-29,0,Profitable
H00156,C003,CT0082,2025-10-03,111,2026-01-22,T004,B004,30,3330,405,3735,9.0,999.0,0.7742965852411547,313.59,1312.59,2422.41,64.86,2019-03-29,0,Profitable
H00058,C001,CT0083,2024-09-28,59,2024-11-26,T001,B004,8,472,241,713,2.5,147.5,0.7632724058509126,183.95,331.45,381.55,53.51,2021-03-29,0,Profitable
H00283,C005,CT0083,2024-11-27,60,2025-01-26,T001,B004,8,480,407,887,2.5,150.0,0.6326020009689435,257.47,407.47,479.53,54.06,2021-03-29,0,Profitable
H00252,C002,CT0083,2025-01-27,112,2025-05-19,T001,B004,8,896,260,1156,2.5,280.0,0.6553610103948119,170.39,450.39,705.61,61.04,2021-03-29,0,Profitable
H00481,C003,CT0083,2025-05-20,68,2025-07-27,T001,B004,8,544,225,769,2.5,170.0,0.5720504259474677,128.71,298.71000000000004,470.28999999999996,61.16,2021-03-29,0,Profitable
H00441,C001,CT0083,2025-07-28,36,2025-09-02,T001,B004,8,288,554,842,2.5,90.0,0.7114351275239031,394.14,484.14,357.86,42.5,2021-03-29,0,Profitable
H00236,C004,CT0084,2024-08-29,19,2024-09-17,T004,B004,30,570,288,858,9.0,171.0,0.7518490075849878,216.53,539.53,318.47,37.12,2023-08-19,152,Profitable
H00017,C010,CT0084,2025-03-18,70,2025-05-27,T004,B004,30,2100,215,2315,9.0,630.0,0.5913235277425437,127.13,757.13,1557.87,67.29,2023-08-19,0,Profitable
H00232,C008,CT0085,2024-02-06,57,2024-04-03,T003,B003,22,1254,463,1717,7.0,399.0,0.6520765856898628,301.91,700.9100000000001,1016.0899999999999,59.18,2022-08-10,0,Profitable
H00318,C007,CT0085,2024-06-01,25,2024-06-26,T003,B003,22,550,371,921,7.0,175.0,0.5829233596180097,216.26,391.26,529.74,57.52,2022-08-10,0,Profitable
H00410,C003,CT0085,2024-10-27,108,2025-02-12,T003,B003,22,2376,203,2579,7.0,756.0,0.6831231748592868,138.67,894.67,1684.33,65.31,2022-08-10,0,Profitable
H00055,C010,CT0085,2025-02-13,18,2025-03-03,T003,B003,22,396,437,833,7.0,126.0,0.7611973590715054,332.64,458.64,374.36,44.94,2022-08-10,0,Profitable
H00383,C002,CT0085,2025-03-04,47,2025-04-20,T003,B003,22,1034,513,1547,7.0,329.0,0.7163230254945139,367.47,696.47,850.53,54.98,2022-08-10,0,Profitable
H00395,C001,CT0085,2025-04-21,27,2025-05-18,T003,B003,22,594,533,1127,7.0,189.0,0.7116125225311518,379.29,568.29,558.71,49.57,2022-08-10,0,Profitable
H00329,C002,CT0085,2025-08-06,104,2025-11-18,T003,B003,22,2288,541,2829,7.0,728.0,0.5507302581553406,297.95,1025.95,1803.05,63.73,2022-08-10,0,Profitable
H00110,C003,CT0086,2025-11-03,82,2026-01-24,T003,B002,22,1804,569,2373,7.0,574.0,0.5779839817553827,328.87,902.87,1470.13,61.95,2025-11-03,0,Profitable
H00175,C008,CT0086,2026-01-25,99,2026-05-04,T003,B002,22,2178,191,2369,7.0,693.0,0.6307527995965535,120.47,813.47,1555.53,65.66,2025-11-03,0,Profitable
H00239,C010,CT0086,2026-05-05,40,2026-06-14,T003,B002,22,880,360,1240,7.0,280.0,0.7126921368896869,256.57,536.5699999999999,703.4300000000001,56.73,2025-11-03,0,Profitable
H00356,C009,CT0086,2026-06-15,45,2026-07-30,T003,B002,22,990,193,1183,7.0,315.0,0.7545516671870619,145.63,460.63,722.37,61.06,2025-11-03,0,Profitable
H00394,C004,CT0086,2026-07-31,38,2026-09-07,T003,B002,22,836,554,1390,7.0,266.0,0.7115240437512658,394.18,991.1800000000001,398.81999999999994,28.69,2025-11-03,331,Profitable
H00362,C008,CT0087,2024-03-05,66,2024-05-10,T002,B004,12,792,333,1125,3.5,231.0,0.5612133920058922,186.88,417.88,707.12,62.86,2024-03-05,0,Profitable
H00486,C003,CT0087,2024-05-11,61,2024-07-11,T002,B004,12,732,505,1237,3.5,213.5,0.743384722883641,375.41,588.9100000000001,648.0899999999999,52.39,2024-03-05,0,Profitable
H00184,C006,CT0087,2024-07-12,96,2024-10-16,T002,B004,12,1152,278,1430,3.5,336.0,0.6024382369209204,167.48,503.48,926.52,64.79,2024-03-05,0,Profitable
H00249,C004,CT0087,2024-10-17,41,2024-11-27,T002,B004,12,492,469,961,3.5,143.5,0.7505885822898161,352.03,495.53,465.47,48.44,2024-03-05,0,Profitable
H00393,C010,CT0087,2025-01-17,33,2025-02-19,T002,B004,12,396,159,555,3.5,115.5,0.6531688315208493,103.85,219.35,335.65,60.48,2024-03-05,0,Profitable
H00344,C008,CT0087,2025-02-28,84,2025-05-23,T002,B004,12,1008,497,1505,3.5,294.0,0.5623742133734166,279.5,742.5,762.5,50.66,2024-03-05,169,Profitable
H00286,C005,CT0087,2025-05-24,51,2025-07-14,T002,B004,12,612,330,942,3.5,178.5,0.7065440428982845,233.16,411.65999999999997,530.34,56.3,2024-03-05,0,Profitable
H00298,C003,CT0087,2025-07-15,16,2025-07-31,T002,B004,12,192,573,765,3.5,56.0,0.7343914372732068,420.81,846.81,-81.80999999999995,-10.69,2024-03-05,370,Loss
H00378,C006,CT0087,2025-09-26,9,2025-10-05,T002,B004,12,108,511,619,3.5,31.5,0.7293930311828987,372.72,404.22,214.77999999999997,34.7,2024-03-05,0,Profitable
H00480,C006,CT0088,2024-01-14,58,2024-03-12,T001,B001,8,464,258,722,2.5,145.0,0.6863452803045756,177.08,322.08000000000004,399.91999999999996,55.39,2021-02-28,0,Profitable
H00310,C006,CT0088,2024-07-17,30,2024-08-16,T001,B001,8,240,437,677,2.5,75.0,0.6352039249474617,277.58,352.58,324.42,47.92,2021-02-28,0,Profitable
H00297,C001,CT0088,2024-08-17,21,2024-09-07,T001,B001,8,168,422,590,2.5,52.5,0.6720936572457348,283.62,336.12,253.88,43.03,2021-02-28,0,Profitable
H00121,C009,CT0088,2024-09-08,20,2024-09-28,T001,B001,8,160,304,464,2.5,50.0,0.5815634456981534,176.8,226.8,237.2,51.12,2021-02-28,0,Profitable
H00224,C006,CT0088,2025-03-30,29,2025-04-28,T001,B001,8,232,584,816,2.5,72.5,0.5681677179025041,331.81,404.31,411.69,50.45,2021-02-28,0,Profitable
H00157,C007,CT0089,2024-04-23,29,2024-05-22,T004,B001,30,870,332,1202,9.0,261.0,0.5922135516694216,196.61,712.61,489.39,40.71,2019-02-08,255,Profitable
H00454,C001,CT0089,2024-10-21,76,2025-01-05,T004,B001,30,2280,370,2650,9.0,684.0,0.6827713362213108,252.63,936.63,1713.37,64.66,2019-02-08,0,Profitable
H00063,C007,CT0089,2025-01-06,95,2025-04-11,T004,B001,30,2850,295,3145,9.0,855.0,0.6287973802743398,185.5,1040.5,2104.5,66.92,2019-02-08,0,Profitable
H00065,C001,CT0089,2025-04-12,35,2025-05-17,T004,B001,30,1050,596,1646,9.0,315.0,0.5716061526906366,340.68,655.6800000000001,990.3199999999999,60.17,2019-02-08,0,Profitable
